"","Date","Site","Sample.Depth.category","Dissolved.Organic.Carbon.mg.L","Urea.b5g.N.L","Nitrate..Nitrite.mg.N.L","Ammonia.b5g.N.L","Soluble.Reactive.Phosphorus.b5g.P.L","Total.Dissolved.Phosphorus.b5g.P.L","Total.Phosphorus.b5g.P.L","Extracted.Chlorophyll.a.b5g.L","Extracted.Phycocyanin.b5g.L","Dissolved.Microcystin.b5g.L","CTD.Dissolved.Oxygen.mg.L","Photo.active.radiation","Sample.Temperature.b0C","CTD.Temperature.b0C"
"591",2016-07-11,"WE12","Surface",3.63,7.34,0.915,50.5,6.5,9.1,79.2,12.55,2.44,0.13,8.1,939,NA,24.9
"592",2016-07-11,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,5.81,0.29,0.12,6.23,1,NA,24.7
"593",2016-07-11,"WE13","Surface",2.18,NA,0.352,13,1,3.3,13.2,3.42,0.09,NA,7.29,1845,NA,25.1
"594",2016-07-11,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,3.76,0.21,NA,6.87,84,NA,24
"595",2016-07-11,"WE15","Surface",2.49,5.06,0.416,37.6,1.6,5,24.7,4.75,0.19,NA,6.63,1645,NA,25.5
"596",2016-07-18,"WE2","Surface",4.77,5.44,2.154,11.5,1.3,9.7,78,60.59,7.31,0.55,8.1,141,NA,24.8
"597",2016-07-18,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,60.69,3.96,0.42,7.84,1,NA,24.8
"598",2016-07-18,"WE4","Surface",2.37,NA,0.37,56.5,0.6,5,20.3,4.42,0.67,NA,7.13,704,NA,24.9
"599",2016-07-18,"WE6","Surface",4.14,3.66,1.549,13.7,0.6,9.7,92.2,52.54,3.44,0.3,6.61,187,NA,24.4
"600",2016-07-18,"WE8","Surface",3.06,NA,0.62,40.8,1.4,8.7,49.9,16.28,5.15,0.43,6.91,1368,NA,25.2
"601",2016-07-18,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,17.66,3.81,0.55,7.09,151,NA,25.1
"602",2016-07-18,"WE9","Surface",4.52,4.57,2.081,10.8,2.5,11.4,168.7,43.56,1.33,0.38,8.05,102,NA,24.6
"603",2016-07-18,"WE12","Surface",2.05,NA,0.218,8.1,0.7,4.6,44.7,7.93,0.24,NA,7.93,367,NA,24.5
"604",2016-07-18,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,6.86,0.24,NA,6.84,2,NA,24.5
"605",2016-07-18,"WE13","Surface",2.05,NA,0.261,14.9,0.7,2.5,21.1,6.26,0.34,NA,7.54,616,NA,24.7
"606",2016-07-18,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,5.4,0.3,NA,7.13,16,NA,24.7
"607",2016-07-18,"WE15","Surface",2.4,3.02,0.411,37.5,1.4,5.1,18.7,4.34,0.17,NA,7.09,500,NA,25
"608",2016-07-25,"WE2","Surface",2.59,3.08,0.443,23.4,0.6,4.8,49,19.67,4.88,0.27,8.13,110,NA,25.9
"609",2016-07-25,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,18.61,3.1,0.34,6.49,3,NA,25.9
"610",2016-07-25,"WE4","Surface",2.46,6.93,0.202,17.7,1,6,33.8,11.39,3.74,0.31,7.53,1229,NA,25.9
"611",2016-07-25,"WE6","Surface",4.99,11.44,2.287,35.3,1.6,12.3,101,26.61,3.69,1.76,6.66,210,NA,26.9
"612",2016-07-25,"WE8","Surface",3.58,5.21,0.649,13.6,0.3,7.2,39.1,13.7,3.56,0.31,7.4,1189,NA,26.8
"613",2016-07-25,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,15.75,3.68,0.47,6.34,84,NA,26.4
"614",2016-07-25,"WE9","Surface",4.33,7.29,1.53,35.2,1.5,11.2,173.1,41.84,3.75,0.69,7.19,80,NA,26.4
"615",2016-07-25,"WE12","Surface",2.54,4.92,0.146,18.7,0.7,5,45.7,6.76,0.45,NA,8.01,377,NA,26
"616",2016-07-25,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,6.72,0.45,NA,6.61,6,NA,25.9
"617",2016-07-25,"WE13","Surface",2.12,3.65,0.183,12.7,0.4,4.3,22.4,8.24,1.2,NA,7.56,509,NA,25.9
"618",2016-07-25,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,7.35,0.87,NA,7.07,8,NA,25.8
"619",2016-07-25,"WE15","Surface",2.56,4.57,0.189,28.6,0.6,5.5,31.8,8.86,2.73,0.12,7.08,383,NA,26.6
"620",2016-08-01,"WE2","Surface",3.29,3.46,0.228,9.3,0.7,7.7,71,22.69,4.2,0.33,6.46,540,NA,26.1
"621",2016-08-01,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,26.15,4.03,0.34,6.32,4,NA,26.1
"622",2016-08-01,"WE4","Surface",2.03,NA,0.15,12.2,0.6,2.6,10.6,4.22,0.25,0.14,7.22,1811,NA,26.3
"623",2016-08-01,"WE6","Surface",4.81,5.55,1.224,9.6,1.2,8.3,199.6,52.99,14.62,0.38,7.62,189,NA,26.5
"624",2016-08-01,"WE8","Surface",2.85,3.58,0.13,11.5,0.8,4.5,43,15.3,6.05,0.37,7.72,1094,NA,27.2
"625",2016-08-01,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,36.57,10.34,0.36,7.46,72,NA,26.1
"626",2016-08-01,"WE9","Surface",5.08,10.01,2.566,4.9,3.7,13.2,203,48.44,22.68,0.44,6.34,263,NA,26.8
"627",2016-08-01,"WE12","Surface",2.98,2.83,0.375,1.7,0.6,5.8,71.7,25.53,4.83,0.24,7.14,784,NA,26.2
"628",2016-08-01,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,22.08,9.36,0.21,6.56,2,NA,26.1
"629",2016-08-01,"WE13","Surface",2.62,2.84,0.107,4,0.8,5,35.6,33.12,7.79,0.42,8.03,1259,NA,26.7
"630",2016-08-01,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,12.92,5.23,0.49,6.43,6,NA,26.1
"631",2016-08-01,"WE15","Surface",2.32,1.43,0.14,58.5,0.5,3.4,20.9,8.21,2.09,0.32,6.85,1388,NA,26.8
"632",2016-08-09,"WE2","Surface",3.48,2.49,0.051,12.3,1,5.2,73.6,39.07,4.2,0.21,7.32,206,NA,26
"633",2016-08-09,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,40.52,4.03,0.17,7.02,0,NA,25.9
"634",2016-08-09,"WE4","Surface",2.24,2.07,0.153,5.7,1,3.1,31,7.77,0.25,0.11,7,418,NA,26.2
"635",2016-08-09,"WE6","Surface",4.19,3.68,0.292,2.5,1,5.8,104.1,62.2,14.62,0.3,8,219,NA,25.4
"636",2016-08-09,"WE8","Surface",4.46,4.84,0.063,3,1.3,7,108.8,86.88,6.05,0.24,8.6,650,NA,26.9
"637",2016-08-09,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,58.64,10.34,0.21,9.01,1,NA,26.6
"638",2016-08-09,"WE9","Surface",5.61,11.43,1.406,6,4.4,13.8,246.1,87.88,22.68,0.33,7.59,52,NA,26.3
"639",2016-08-09,"WE12","Surface",2.82,3.12,NA,26.5,1,4.1,59,21.58,4.83,0.33,7.37,759,NA,26.1
"640",2016-08-09,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,23.47,9.36,0.16,7.05,1,NA,26
"641",2016-08-09,"WE13","Surface",2.45,1.64,0.013,1.2,1,2.7,41.1,16.68,7.79,0.14,7.88,1104,NA,26.4
"642",2016-08-09,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,12,5.23,0.14,6.72,1,NA,26
"643",2016-08-09,"WE15","Surface",2.63,1.83,0.01,18.4,1.9,3.8,48.4,20.31,2.09,0.35,7.46,980,NA,26.5
"644",2016-08-15,"WE2","Surface",2.67,1.91,NA,13.8,3.1,5.9,69.4,19.64,2.24,0.14,7.87,135,NA,26.4
"645",2016-08-15,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,18.24,1.31,0.14,4.77,1,NA,26.4
"646",2016-08-15,"WE4","Surface",2.26,2.05,0.122,18.9,1.8,2.8,33.3,12.69,1.21,0.11,6.25,520,NA,26.5
"647",2016-08-15,"WE6","Surface",4.57,5.16,0.013,3.5,2.7,6.4,176.2,114.57,8.04,0.36,7.76,26,NA,26.4
"648",2016-08-15,"WE8","Surface",3.27,4.53,0.014,11.4,2.6,4.8,95.7,46.33,6.29,0.2,8.28,179,NA,26.6
"649",2016-08-15,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,43.3,3.44,0.23,6.73,0,NA,26.6
"650",2016-08-15,"WE9","Surface",4.28,6.84,0.115,5.6,2.5,5.9,215.5,86.98,3.96,0.33,7.55,21,NA,26.4
"651",2016-08-15,"WE12","Surface",2.56,2.34,0.008,7,2.3,3.9,77.6,18.81,1.04,0.16,8.27,208,NA,26.4
"652",2016-08-15,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,21.09,1.45,0.11,5.91,0,NA,26.4
"653",2016-08-15,"WE13","Surface",2.17,3.39,0.027,14.2,2.3,2.6,64.1,16.26,1.63,0.11,6.77,400,NA,26.5
"654",2016-08-15,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,12.71,1.81,0.13,5.96,0,NA,26.5
"655",2016-08-15,"WE15","Surface",2.73,2.86,NA,10.7,1.5,3.2,78.9,22.84,1.3,0.17,6.73,301,NA,26.5
"656",2016-08-22,"WE2","Surface",3.05,3.61,NA,5.8,2.1,4.9,133.7,27.32,3.35,0.11,6.89,361,NA,24.8
"657",2016-08-22,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,27.43,3.38,0.19,6.49,3,NA,24.8
"658",2016-08-22,"WE4","Surface",2.29,2.94,0.068,9.7,2,2.9,65.3,16.66,9.52,0.13,7.73,1284,NA,26.5
"659",2016-08-22,"WE6","Surface",4.14,7.51,NA,54.3,1.2,5.7,280,100.32,28.59,0.24,8.09,159,NA,24.3
"660",2016-08-22,"WE8","Surface",2.92,3.69,NA,5,1,4.9,131.9,42.77,4.59,0.13,7.33,207,NA,24.6
"661",2016-08-22,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,37.62,2.55,0.15,6.34,1,NA,24.7
"662",2016-08-22,"WE9","Surface",5.19,11.62,0.646,3,9.9,19.5,236,82.76,16.33,0.57,7.31,177,NA,24.1
"663",2016-08-22,"WE12","Surface",2.4,2.72,NA,3.1,1.7,3.9,30.1,7.42,0.23,0.1,7.49,962,NA,25.1
"664",2016-08-22,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,13.03,0.52,0.1,7.02,2,NA,24.9
"665",2016-08-22,"WE13","Surface",2.2,2.73,0.019,5.9,2.1,3.3,32.1,18.18,5.85,0.12,7.46,1290,NA,26.3
"666",2016-08-22,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,11.44,2.32,NA,6.88,0,NA,25.3
"667",2016-08-22,"WE15","Surface",2.72,3.12,NA,7.4,0.7,3.1,33.4,12.22,1.45,NA,6.99,283,NA,25
"668",2016-08-29,"WE2","Surface",3.11,6.88,NA,22.5,12.1,21.3,54.7,11.47,0.67,0.13,8.11,164,NA,25
"669",2016-08-29,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,9.93,0.43,0.13,5.76,0,NA,25
"670",2016-08-29,"WE4","Surface",3.17,8.68,NA,47.9,7.3,16.6,37.8,9.97,0.96,0.19,6.71,1037,NA,25.4
"671",2016-08-29,"WE6","Surface",4.75,8.18,NA,16.3,18.3,7.8,102.9,71.13,5.48,0.38,7.31,156,NA,25.3
"672",2016-08-29,"WE8","Surface",3.51,4.49,NA,5.8,4.3,13.1,61.6,22.88,2.2,0.24,7.38,700,NA,25.5
"673",2016-08-29,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,20.28,1.34,0.22,6.23,0,NA,25.4
"674",2016-08-29,"WE9","Surface",5.78,33.42,1.055,94.7,25.5,48.1,159.6,50.69,3.67,0.49,7.98,107,NA,25.7
"675",2016-08-29,"WE12","Surface",2.48,2.62,NA,42.3,5,10.4,41.5,10.35,0.3,NA,6.86,672,NA,25.2
"676",2016-08-29,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,9.79,0.28,NA,6.18,0,NA,25.2
"677",2016-08-29,"WE13","Surface",2.41,3.98,NA,19.5,1.8,5.2,35.8,14.16,1.04,0.12,7.88,954,NA,25.4
"678",2016-08-29,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,15.36,1.47,0.12,5.99,0,NA,25.4
"679",2016-09-06,"WE2","Surface",3.36,10.37,0.073,52.4,20.4,16.9,62.4,8.05,0.43,0.12,7.84,40,NA,23.6
"680",2016-09-06,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,6.97,0.3,0.11,4.97,0,NA,23.6
"681",2016-09-06,"WE4","Surface",2.39,4.32,0.208,7.8,3.3,6.8,30.2,16.5,3.51,NA,8.49,1378,NA,24.6
"682",2016-09-06,"WE6","Surface",4.74,15.48,0.192,3.3,6.4,17.2,112.5,51.61,10.13,0.36,8.28,74,NA,23.6
"683",2016-09-06,"WE8","Surface",3.92,8.37,0.043,20.7,11,23.9,110.4,44.09,22.55,0.32,7.71,500,NA,24.7
"684",2016-09-06,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,15.84,2.6,0.36,5.56,0,NA,23.6
"685",2016-09-06,"WE9","Surface",6.67,28.67,0.534,24.9,34.9,64.5,211,60.26,9.73,0.5,7.62,28,NA,24.2
"686",2016-09-06,"WE12","Surface",2.86,4.99,0.002,15.3,6.9,12.8,60.2,14.69,0.66,0.15,6.67,85,NA,23.7
"687",2016-09-06,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,13.2,0.53,0.12,6.15,0,NA,23.5
"688",2016-09-06,"WE13","Surface",2.68,6.46,0.015,27.3,9.8,25.8,67.6,10.69,0.82,NA,6.69,559,NA,24.5
